spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,Performance
0,1,1,0,1,1,0,0,1,1,1,1,1,0,0.0188679245283
0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.00695134061569
1,1,1,1,0,1,1,1,0,1,0,0,1,1,0.174776564052
1,0,1,1,0,1,1,1,1,0,0,1,1,0,0.994041708044
0,0,0,1,0,1,0,0,0,0,0,1,1,0,0.00695134061569
1,0,1,0,1,0,0,0,0,0,1,1,0,0,0.994041708044
1,0,0,0,0,1,0,1,1,0,0,1,1,1,0.992055610725
0,1,0,0,0,1,1,0,0,1,1,0,0,0,0.0148957298908
0,0,1,0,1,0,0,0,0,0,1,1,1,1,0.0297914597815
0,0,1,0,1,1,1,0,0,1,0,1,1,1,0.00695134061569
0,1,1,0,0,0,0,0,1,1,1,0,1,1,0.000993048659384
0,1,0,1,1,1,0,1,0,1,0,1,0,0,0.0188679245283
1,0,0,0,1,1,0,1,0,1,1,0,1,1,0.993048659384
1,0,1,1,1,1,0,0,0,1,0,1,1,1,0.994041708044
0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.0208540218471
1,0,0,0,0,1,1,1,1,0,0,0,0,1,0.994041708044
0,0,0,1,0,1,1,1,0,0,1,0,0,0,0.00695134061569
0,1,1,0,1,1,0,0,1,0,0,0,0,1,0.0198609731877
0,0,1,1,0,0,1,0,0,1,1,0,1,0,0.00695134061569
1,0,0,0,0,0,0,1,0,0,1,1,0,1,0.992055610725
0,0,1,0,1,0,1,0,0,0,1,1,1,0,0.00695134061569
1,0,0,0,0,1,0,1,1,0,1,1,1,1,0.992055610725
1,1,0,0,1,1,0,1,1,0,1,1,0,0,0.992055610725
0,1,1,0,1,0,0,1,0,1,1,1,1,1,0.00893743793446
1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.104270109235
1,1,0,1,0,1,0,1,0,1,1,0,0,0,0.993048659384
0,1,1,1,0,0,1,0,1,1,0,0,1,1,0.00297914597815
1,0,0,0,0,0,1,1,0,1,0,0,1,0,0.992055610725
1,0,0,1,0,0,0,1,0,1,1,0,0,1,0.997020854022
1,1,1,0,0,0,1,0,1,0,0,1,1,1,0.994041708044
0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0297914597815
1,1,0,1,0,0,0,1,1,1,0,0,1,1,0.997020854022
0,1,1,0,1,0,1,0,0,1,0,1,0,1,0.0218470705065
1,0,1,1,1,0,1,0,1,1,0,0,0,1,0.995034756703
0,0,0,1,0,1,0,0,1,1,0,1,1,0,0.00695134061569
0,1,0,0,0,1,0,0,1,1,1,1,0,0,0.0119165839126
1,1,0,0,1,0,0,1,0,0,0,1,0,1,0.995034756703
1,0,1,0,0,0,1,0,0,0,0,1,0,1,0.100297914598
1,0,1,0,1,0,1,0,1,1,1,1,1,1,0.994041708044
1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.992055610725
0,0,1,1,1,1,0,1,0,1,1,1,1,0,0.00695134061569
1,0,1,1,0,1,1,0,0,0,1,1,0,0,0.992055610725
0,1,1,1,1,0,0,1,1,0,0,0,1,1,0.00893743793446
0,0,1,0,0,1,0,1,1,1,0,1,0,1,0.00695134061569
0,1,0,0,0,1,1,1,1,1,0,1,0,0,0.0139026812314
0,1,0,0,1,1,0,1,0,1,1,0,1,1,0.0198609731877
1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.992055610725
0,0,0,0,1,1,1,1,0,1,1,0,1,0,0.00695134061569
1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.994041708044
0,0,1,0,1,1,1,1,0,0,1,0,0,1,0.00695134061569
1,1,1,0,0,0,1,0,1,0,0,1,1,1,0.994041708044
1,1,0,0,0,0,1,1,0,0,0,1,0,0,0.994041708044
0,0,1,1,1,0,0,0,0,0,0,1,1,1,0.0278053624628
1,0,0,1,1,1,1,0,0,0,1,1,0,1,0.994041708044
0,0,1,0,1,1,0,1,0,0,0,1,1,1,0.00695134061569
0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.012909632572
1,0,1,0,0,0,0,1,1,0,1,0,1,1,0.994041708044
0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0287984111221
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.998013902681
